cce_loss,cce_accuracy,disc_loss,gan_loss
"tf.Tensor(2.7621212, shape=(), dtype=float32)","tf.Tensor(0.9281484, shape=(), dtype=float32)","tf.Tensor(3.0410342e-06, shape=(), dtype=float32)","tf.Tensor(13.339142, shape=(), dtype=float32)"
"tf.Tensor(2.7670476, shape=(), dtype=float32)","tf.Tensor(0.9280447, shape=(), dtype=float32)","tf.Tensor(2.981037e-06, shape=(), dtype=float32)","tf.Tensor(13.365969, shape=(), dtype=float32)"
"tf.Tensor(2.7671862, shape=(), dtype=float32)","tf.Tensor(0.9279815, shape=(), dtype=float32)","tf.Tensor(2.9191413e-06, shape=(), dtype=float32)","tf.Tensor(13.3960285, shape=(), dtype=float32)"
"tf.Tensor(2.7687778, shape=(), dtype=float32)","tf.Tensor(0.9278436, shape=(), dtype=float32)","tf.Tensor(2.860415e-06, shape=(), dtype=float32)","tf.Tensor(13.423835, shape=(), dtype=float32)"
"tf.Tensor(2.777478, shape=(), dtype=float32)","tf.Tensor(0.9275886, shape=(), dtype=float32)","tf.Tensor(2.8005998e-06, shape=(), dtype=float32)","tf.Tensor(13.455873, shape=(), dtype=float32)"
"tf.Tensor(2.778678, shape=(), dtype=float32)","tf.Tensor(0.92752296, shape=(), dtype=float32)","tf.Tensor(2.7475987e-06, shape=(), dtype=float32)","tf.Tensor(13.482555, shape=(), dtype=float32)"
"tf.Tensor(2.7792037, shape=(), dtype=float32)","tf.Tensor(0.9275031, shape=(), dtype=float32)","tf.Tensor(2.7031388e-06, shape=(), dtype=float32)","tf.Tensor(13.505538, shape=(), dtype=float32)"
"tf.Tensor(2.777871, shape=(), dtype=float32)","tf.Tensor(0.927478, shape=(), dtype=float32)","tf.Tensor(2.6544617e-06, shape=(), dtype=float32)","tf.Tensor(13.530043, shape=(), dtype=float32)"
"tf.Tensor(2.7737818, shape=(), dtype=float32)","tf.Tensor(0.92754185, shape=(), dtype=float32)","tf.Tensor(2.6099042e-06, shape=(), dtype=float32)","tf.Tensor(13.551016, shape=(), dtype=float32)"
"tf.Tensor(2.769686, shape=(), dtype=float32)","tf.Tensor(0.9276229, shape=(), dtype=float32)","tf.Tensor(2.5674622e-06, shape=(), dtype=float32)","tf.Tensor(13.572937, shape=(), dtype=float32)"
"tf.Tensor(3.481833, shape=(), dtype=float32)","tf.Tensor(0.90384614, shape=(), dtype=float32)","tf.Tensor(9.938309e-07, shape=(), dtype=float32)","tf.Tensor(14.626522, shape=(), dtype=float32)"
"tf.Tensor(2.5171862, shape=(), dtype=float32)","tf.Tensor(0.9345151, shape=(), dtype=float32)","tf.Tensor(1.3125773e-06, shape=(), dtype=float32)","tf.Tensor(14.232733, shape=(), dtype=float32)"
"tf.Tensor(2.5407155, shape=(), dtype=float32)","tf.Tensor(0.93458223, shape=(), dtype=float32)","tf.Tensor(1.7997771e-06, shape=(), dtype=float32)","tf.Tensor(13.710068, shape=(), dtype=float32)"
"tf.Tensor(2.488779, shape=(), dtype=float32)","tf.Tensor(0.93571657, shape=(), dtype=float32)","tf.Tensor(1.7169614e-06, shape=(), dtype=float32)","tf.Tensor(13.772653, shape=(), dtype=float32)"
"tf.Tensor(2.5106277, shape=(), dtype=float32)","tf.Tensor(0.93556255, shape=(), dtype=float32)","tf.Tensor(2.0366024e-06, shape=(), dtype=float32)","tf.Tensor(13.471327, shape=(), dtype=float32)"
"tf.Tensor(2.5202947, shape=(), dtype=float32)","tf.Tensor(0.93551296, shape=(), dtype=float32)","tf.Tensor(2.3392554e-06, shape=(), dtype=float32)","tf.Tensor(13.200092, shape=(), dtype=float32)"
"tf.Tensor(2.5051217, shape=(), dtype=float32)","tf.Tensor(0.9360076, shape=(), dtype=float32)","tf.Tensor(2.4672565e-06, shape=(), dtype=float32)","tf.Tensor(13.0354805, shape=(), dtype=float32)"
"tf.Tensor(2.5106258, shape=(), dtype=float32)","tf.Tensor(0.93569636, shape=(), dtype=float32)","tf.Tensor(2.349009e-06, shape=(), dtype=float32)","tf.Tensor(13.090263, shape=(), dtype=float32)"
"tf.Tensor(2.5178812, shape=(), dtype=float32)","tf.Tensor(0.9354888, shape=(), dtype=float32)","tf.Tensor(2.3158161e-06, shape=(), dtype=float32)","tf.Tensor(13.056584, shape=(), dtype=float32)"
"tf.Tensor(2.5226915, shape=(), dtype=float32)","tf.Tensor(0.9351982, shape=(), dtype=float32)","tf.Tensor(2.2900551e-06, shape=(), dtype=float32)","tf.Tensor(13.021854, shape=(), dtype=float32)"
"tf.Tensor(2.5175865, shape=(), dtype=float32)","tf.Tensor(0.9352203, shape=(), dtype=float32)","tf.Tensor(2.2633412e-06, shape=(), dtype=float32)","tf.Tensor(12.99069, shape=(), dtype=float32)"
"tf.Tensor(2.554052, shape=(), dtype=float32)","tf.Tensor(0.93421084, shape=(), dtype=float32)","tf.Tensor(2.196922e-06, shape=(), dtype=float32)","tf.Tensor(13.013178, shape=(), dtype=float32)"
"tf.Tensor(2.5518992, shape=(), dtype=float32)","tf.Tensor(0.9342881, shape=(), dtype=float32)","tf.Tensor(2.1231706e-06, shape=(), dtype=float32)","tf.Tensor(13.050494, shape=(), dtype=float32)"
"tf.Tensor(2.556808, shape=(), dtype=float32)","tf.Tensor(0.9340673, shape=(), dtype=float32)","tf.Tensor(2.0351622e-06, shape=(), dtype=float32)","tf.Tensor(13.127831, shape=(), dtype=float32)"
